"cluster"	"neighbor"	"dist"	"otu_id"	"taxonomy"	"Level1"	"Level2"	"Level3"	"Level4"	"Level5"	"Level6"	"Level7"
"88"	1	4	0.0261808464153084	"742"	"Eukaryota;Stramenopiles;Stramenopiles_X;Oomycota;Oomycota_X;Peronosporales;Peronosporales_X"	"Eukaryota"	"Stramenopiles"	"Stramenopiles"	"Oomycota"	"Oomycota_X"	"Peronosporales"	"Peronosporales_X"
"89"	1	2	0.0244949821136967	"227"	"Eukaryota;Amoebozoa;Lobosa;Tubulinea;Leptomyxida;Flabellulidae;Paraflabellula"	"Eukaryota"	"Amoebozoa"	"Lobosa"	"Tubulinea"	"Leptomyxida"	"Flabellulidae"	"Paraflabellula"
"90"	1	5	0.0228006516736945	"665"	"Eukaryota;Stramenopiles;Ochrophyta;Pelagophyceae;Pelagophyceae_X;Pelagophyceae_XX;Pelagophyceae_XXX"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Pelagophyceae"	"Pelagophyceae_X"	"Pelagophyceae_XX"	"Pelagophyceae_XXX"
"91"	1	4	0.0222690473326802	"247"	"Eukaryota;Archaeplastida;Chlorophyta;Chlorophyceae;Sphaeropleales;Sphaeropleales_X;Desmodesmus"	"Eukaryota"	"Archaeplastida"	"Chlorophyta"	"Chlorophyceae"	"Sphaeropleales"	"Sphaeropleales_X"	"Desmodesmus"
"92"	1	3	0.021109333499042	"368"	"Eukaryota;Opisthokonta;Choanoflagellida;Choanoflagellatea;__;__;__"	"Eukaryota"	"Opisthokonta"	"Choanoflagellida"	"Choanoflagellatea"	"__"	"__"	"__"
"93"	1	5	0.0141031090025581	"545"	"Eukaryota;Rhizaria;Cercozoa;Filosa-Imbricatea;Marimonadida;Marimonadida_X;Marimonadida_XX"	"Eukaryota"	"Rhizaria"	"Cercozoa"	"Filosa-Imbricatea"	"Marimonadida"	"Marimonadida_X"	"Marimonadida_XX"
"94"	1	4	0.0139974873208212	"10"	"Eukaryota;Alveolata;Apicomplexa;Apicomplexa_X;Colpodellidae;Colpodellidae_X;Colpodella"	"Eukaryota"	"Alveolata"	"Apicomplexa"	"Apicomplexa_X"	"Colpodellidae"	"Colpodellidae_X"	"Colpodella"
"95"	1	5	0.0122097629126847	"569"	"Eukaryota;Rhizaria;Cercozoa;Filosa-Thecofilosea;Ebriida;Botuliformidae;Botuliformidae_X"	"Eukaryota"	"Rhizaria"	"Cercozoa"	"Filosa-Thecofilosea"	"Ebriida"	"Botuliformidae"	"Botuliformidae_X"
"96"	1	4	0.0112595818676106	"677"	"Eukaryota;Stramenopiles;Stramenopiles_X;__;__;__;__"	"Eukaryota"	"Stramenopiles"	"Stramenopiles"	"__"	"__"	"__"	"__"
"97"	1	4	0.00912648925539472	"439"	"Eukaryota;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;__"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Annelida"	"Annelida_X"	"Annelida_XX"	"__"
"98"	1	5	0.00863479740353224	"206"	"Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-3;Dino-Group-II-Clade-3_X"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Syndiniales"	"Dino-Group-II"	"Dino-Group-II-Clade-3"	"Dino-Group-II-Clade-3_X"
"99"	1	4	0.00130500254466559	"487"	"Eukaryota;Opisthokonta;Metazoa;Mollusca;Gastropoda;Heterobranchia;__"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Mollusca"	"Gastropoda"	"Heterobranchia"	"__"
"100"	1	5	0.000360637967193767	"710"	"Eukaryota;Stramenopiles;Stramenopiles_X;MAST;MAST-12;__;__"	"Eukaryota"	"Stramenopiles"	"Stramenopiles"	"MAST"	"MAST-12"	"__"	"__"
"101"	1	2	-0.00777967591075968	"469"	"Eukaryota;Opisthokonta;Metazoa;Cnidaria;Cnidaria_X;Anthozoa;Diadumene"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Cnidaria"	"Cnidaria_X"	"Anthozoa"	"Diadumene"
"102"	1	2	-0.0111931363120652	"47"	"Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia_2;Sessilida;Pseudovorticella"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Oligohymenophorea"	"Peritrichia_2"	"Sessilida"	"Pseudovorticella"
"103"	1	5	-0.0222013318261189	"197"	"Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II_X;Dino-Group-II_XX"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Syndiniales"	"Dino-Group-II"	"Dino-Group-II_X"	"Dino-Group-II_XX"
"104"	2	3	0.147368917254729	"361"	"Eukaryota;Hacrobia;Telonemia;Telonemia_X;Telonemia_XX;Telonemia-Group-1;Telonema-Group-1"	"Eukaryota"	"Hacrobia"	"Telonemia"	"Telonemia_X"	"Telonemia_XX"	"Telonemia-Group-1"	"Telonema-Group-1"
"105"	2	3	0.131018660493975	"708"	"Eukaryota;Stramenopiles;Stramenopiles_X;MAST;MAST-1;MAST-1C;MAST-1C_X"	"Eukaryota"	"Stramenopiles"	"Stramenopiles"	"MAST"	"MAST-1"	"MAST-1C"	"MAST-1C_X"
"106"	2	3	0.125178966922088	"250"	"Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Dolichomastigales;Crustomastigaceae;__"	"Eukaryota"	"Archaeplastida"	"Chlorophyta"	"Mamiellophyceae"	"Dolichomastigales"	"Crustomastigaceae"	"__"
"107"	2	3	0.119641914168813	"425"	"Eukaryota;Opisthokonta;Fungi;Cryptomycota;Cryptomycotina;Cryptomycotina_X;Cryptomycotina_XX"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Cryptomycota"	"Cryptomycotina"	"Cryptomycotina_X"	"Cryptomycotina_XX"
"108"	2	3	0.11694079437233	"383"	"Eukaryota;Opisthokonta;Choanoflagellida;Choanoflagellatea;Choanoflagellatea_X;Choanoflagellatea_X_Group_L;Choanoflagellatea_X_Group_L_X"	"Eukaryota"	"Opisthokonta"	"Choanoflagellida"	"Choanoflagellatea"	"Choanoflagellatea_X"	"Choanoflagellatea_X_Group_L"	"Choanoflagellatea_X_Group_L_X"
"109"	2	3	0.115112012647714	"251"	"Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Dolichomastigales;Crustomastigaceae;Crustomastigaceae-AB"	"Eukaryota"	"Archaeplastida"	"Chlorophyta"	"Mamiellophyceae"	"Dolichomastigales"	"Crustomastigaceae"	"Crustomastigaceae-AB"
"110"	2	3	0.1089408131639	"95"	"Eukaryota;Alveolata;Ciliophora;Spirotrichea;Choreotrichida;Strobilidiidae;Strobilidiidae_X"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Spirotrichea"	"Choreotrichida"	"Strobilidiidae"	"Strobilidiidae_X"
"111"	2	3	0.107721506865677	"117"	"Eukaryota;Alveolata;Ciliophora;Spirotrichea;Strombidiida;Strombidiidae_L;Strombidiidae_L_X"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Spirotrichea"	"Strombidiida"	"Strombidiidae_L"	"Strombidiidae_L_X"
"112"	2	4	0.107615292987949	"207"	"Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-30;Dino-Group-II-Clade-30_X"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Syndiniales"	"Dino-Group-II"	"Dino-Group-II-Clade-30"	"Dino-Group-II-Clade-30_X"
"113"	2	3	0.106803476392908	"339"	"Eukaryota;Hacrobia;Haptophyta;Haptophyta_X;Haptophyta_XX;Haptophyta_XXX;Haptophyta_XXXX"	"Eukaryota"	"Hacrobia"	"Haptophyta"	"Haptophyta_X"	"Haptophyta_XX"	"Haptophyta_XXX"	"Haptophyta_XXXX"
"114"	2	3	0.104329478110711	"526"	"Eukaryota;Rhizaria;Cercozoa;Filosa-Chlorarachnea;Filosa-Chlorarachnea_X;NPK2-lineage;NPK2-lineage_X"	"Eukaryota"	"Rhizaria"	"Cercozoa"	"Filosa-Chlorarachnea"	"Filosa-Chlorarachnea_X"	"NPK2-lineage"	"NPK2-lineage_X"
"115"	2	3	0.102200780873137	"380"	"Eukaryota;Opisthokonta;Choanoflagellida;Choanoflagellatea;Acanthoecida;Stephanoecidae_Group_H;Stephanoeca_Group_H"	"Eukaryota"	"Opisthokonta"	"Choanoflagellida"	"Choanoflagellatea"	"Acanthoecida"	"Stephanoecidae_Group_H"	"Stephanoeca_Group_H"
"116"	2	3	0.102035344281745	"706"	"Eukaryota;Stramenopiles;Stramenopiles_X;MAST;MAST-1;MAST-1A;MAST-1A_X"	"Eukaryota"	"Stramenopiles"	"Stramenopiles"	"MAST"	"MAST-1"	"MAST-1A"	"MAST-1A_X"
"117"	2	3	0.101757038612813	"494"	"Eukaryota;Opisthokonta;Metazoa;Nematoda;Chromadorea;Chromadorea_X;Halomonhystera"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Nematoda"	"Chromadorea"	"Chromadorea_X"	"Halomonhystera"
"118"	2	3	0.0994153920178948	"727"	"Eukaryota;Stramenopiles;Stramenopiles_X;MAST;MAST-7;MAST-7A;MAST-7A_X"	"Eukaryota"	"Stramenopiles"	"Stramenopiles"	"MAST"	"MAST-7"	"MAST-7A"	"MAST-7A_X"
"119"	2	3	0.0993128482120154	"156"	"Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Balechina"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Dinophyceae"	"Gymnodiniales"	"Gymnodiniaceae"	"Balechina"
"120"	2	3	0.0982108846080263	"85"	"Eukaryota;Alveolata;Ciliophora;Prostomatea_2;Prostomatea_2_X;Placidae;Spathidiopsis"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Prostomatea_2"	"Prostomatea_2_X"	"Placidae"	"Spathidiopsis"
"121"	2	3	0.0972900972188134	"205"	"Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-26;Dino-Group-II-Clade-26_X"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Syndiniales"	"Dino-Group-II"	"Dino-Group-II-Clade-26"	"Dino-Group-II-Clade-26_X"
"122"	2	3	0.0945029486196961	"393"	"Eukaryota;Opisthokonta;Choanoflagellida;Choanoflagellida_X;Choanoflagellida_XX;Choanoflagellida_XXX;Choanoflagellida_XXXX"	"Eukaryota"	"Opisthokonta"	"Choanoflagellida"	"Choanoflagellida_X"	"Choanoflagellida_XX"	"Choanoflagellida_XXX"	"Choanoflagellida_XXXX"
"123"	2	3	0.090753792004199	"163"	"Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniales;Kareniaceae;__"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Dinophyceae"	"Gymnodiniales"	"Kareniaceae"	"__"
"124"	2	4	0.0883537191117967	"736"	"Eukaryota;Stramenopiles;Stramenopiles_X;Oomycota;Oomycota_X;Haliphthorales;Halocrusticida"	"Eukaryota"	"Stramenopiles"	"Stramenopiles"	"Oomycota"	"Oomycota_X"	"Haliphthorales"	"Halocrusticida"
"125"	2	3	0.0865101984916415	"490"	"Eukaryota;Opisthokonta;Metazoa;Nematoda;Chromadorea;Chromadorea_X;__"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Nematoda"	"Chromadorea"	"Chromadorea_X"	"__"
"126"	2	3	0.086350970781746	"623"	"Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;Raphid-pennate;Stauroneis"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	"Bacillariophyta_X"	"Raphid-pennate"	"Stauroneis"
"127"	2	4	0.0818163693328698	"695"	"Eukaryota;Stramenopiles;Stramenopiles_X;Labyrinthulea;Labyrinthulales;Labyrinthulaceae;Oblongichytrium"	"Eukaryota"	"Stramenopiles"	"Stramenopiles"	"Labyrinthulea"	"Labyrinthulales"	"Labyrinthulaceae"	"Oblongichytrium"
"128"	2	3	0.0815545634730458	"69"	"Eukaryota;Alveolata;Ciliophora;Phyllopharyngea;__;__;__"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Phyllopharyngea"	"__"	"__"	"__"
"129"	2	3	0.0787494488215359	"121"	"Eukaryota;Alveolata;Ciliophora;Spirotrichea;Strombidiida;Strombidiidae_R;__"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Spirotrichea"	"Strombidiida"	"Strombidiidae_R"	"__"
"130"	2	3	0.077007205997502	"472"	"Eukaryota;Opisthokonta;Metazoa;Cnidaria;Cnidaria_X;Hydrozoa;Rathkea"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Cnidaria"	"Cnidaria_X"	"Hydrozoa"	"Rathkea"
"131"	2	3	0.076665053640865	"111"	"Eukaryota;Alveolata;Ciliophora;Spirotrichea;Strombidiida;Strombidiidae_F;Strombidium_F"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Spirotrichea"	"Strombidiida"	"Strombidiidae_F"	"Strombidium_F"
"132"	2	3	0.0740906713734427	"154"	"Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Akashiwo"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Dinophyceae"	"Gymnodiniales"	"Gymnodiniaceae"	"Akashiwo"
"133"	2	3	0.0736991163772112	"718"	"Eukaryota;Stramenopiles;Stramenopiles_X;MAST;MAST-2;MAST-2D;MAST-2D_X"	"Eukaryota"	"Stramenopiles"	"Stramenopiles"	"MAST"	"MAST-2"	"MAST-2D"	"MAST-2D_X"
"134"	2	3	0.0734357824822585	"134"	"Eukaryota;Alveolata;Ciliophora;Spirotrichea;Tintinnida;TIN_11;__"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Spirotrichea"	"Tintinnida"	"TIN_11"	"__"
"135"	2	3	0.0728399458052067	"641"	"Eukaryota;Stramenopiles;Ochrophyta;Chrysophyceae;Chrysophyceae_X;Chrysophyceae_Clade-C;Spumella"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Chrysophyceae"	"Chrysophyceae_X"	"Chrysophyceae_Clade-C"	"Spumella"
"136"	2	3	0.0716860710694389	"460"	"Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Eurytemora"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Arthropoda"	"Crustacea"	"Maxillopoda"	"Eurytemora"
"137"	2	3	0.0715136023771515	"158"	"Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Gyrodinium"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Dinophyceae"	"Gymnodiniales"	"Gymnodiniaceae"	"Gyrodinium"
"138"	2	3	0.0706970035921234	"455"	"Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;__"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Arthropoda"	"Crustacea"	"Maxillopoda"	"__"
"139"	2	4	0.0696007121162501	"288"	"Eukaryota;Archaeplastida;Chlorophyta;Ulvophyceae;Ulotrichales;Ulotrichales_X;__"	"Eukaryota"	"Archaeplastida"	"Chlorophyta"	"Ulvophyceae"	"Ulotrichales"	"Ulotrichales_X"	"__"
"140"	2	3	0.0695310985060296	"126"	"Eukaryota;Alveolata;Ciliophora;Spirotrichea;Strombidiida;Tontoniidae_A;Laboea"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Spirotrichea"	"Strombidiida"	"Tontoniidae_A"	"Laboea"
"141"	2	3	0.0656057623396562	"46"	"Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia_2;Sessilida;__"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Oligohymenophorea"	"Peritrichia_2"	"Sessilida"	"__"
"142"	2	3	0.062640796494114	"346"	"Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;Prymnesiales;__;__"	"Eukaryota"	"Hacrobia"	"Haptophyta"	"Prymnesiophyceae"	"Prymnesiales"	"__"	"__"
"143"	2	4	0.0615109851000367	"333"	"Eukaryota;Hacrobia;Cryptophyta;Cryptophyceae;Cryptophyceae_X;Cryptomonadales;Teleaulax"	"Eukaryota"	"Hacrobia"	"Cryptophyta"	"Cryptophyceae"	"Cryptophyceae_X"	"Cryptomonadales"	"Teleaulax"
"144"	2	3	0.050271883817262	"508"	"Eukaryota;Opisthokonta;Metazoa;Rotifera;Rotifera_X;Rotifera_XX;Brachionus"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Rotifera"	"Rotifera_X"	"Rotifera_XX"	"Brachionus"
"145"	2	3	0.048388768440869	"650"	"Eukaryota;Stramenopiles;Ochrophyta;Dictyochophyceae;Dictyochophyceae_X;__;__"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Dictyochophyceae"	"Dictyochophyceae_X"	"__"	"__"
"146"	2	5	0.0471848899777759	"254"	"Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Dolichomastigales;Dolichomastigaceae;Dolichomastigaceae-B"	"Eukaryota"	"Archaeplastida"	"Chlorophyta"	"Mamiellophyceae"	"Dolichomastigales"	"Dolichomastigaceae"	"Dolichomastigaceae-B"
"147"	2	4	0.0469729301880508	"453"	"Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Crustacea_X;Crustacea_XX"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Arthropoda"	"Crustacea"	"Crustacea_X"	"Crustacea_XX"
"148"	2	3	0.0460322594487408	"532"	"Eukaryota;Rhizaria;Cercozoa;Filosa-Granofilosea;Filosa-Granofilosea_X;he2-lineage;he2-lineage_X"	"Eukaryota"	"Rhizaria"	"Cercozoa"	"Filosa-Granofilosea"	"Filosa-Granofilosea_X"	"he2-lineage"	"he2-lineage_X"
"149"	2	4	0.0458693724634545	"497"	"Eukaryota;Opisthokonta;Metazoa;Nemertea;Nemertea_X;Nemertea_XX;__"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Nemertea"	"Nemertea_X"	"Nemertea_XX"	"__"
"150"	2	4	0.0457095411616284	"603"	"Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;Radial-centric-basal-Coscinodiscophyceae;Melosira"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	"Bacillariophyta_X"	"Radial-centric-basal-Coscinodiscophyceae"	"Melosira"
"151"	2	4	0.0434852409168515	"421"	"Eukaryota;Opisthokonta;Fungi;Chytridiomycota;Chytridiomycotina;Chytridiomycetes;Rhizophydium"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Chytridiomycota"	"Chytridiomycotina"	"Chytridiomycetes"	"Rhizophydium"
"152"	2	3	0.0433554225273162	"502"	"Eukaryota;Opisthokonta;Metazoa;Platyhelminthes;Turbellaria;Prolecithophora;Plagiostomum"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	"Prolecithophora"	"Plagiostomum"
"153"	2	3	0.0422522098535696	"561"	"Eukaryota;Rhizaria;Cercozoa;Filosa-Thecofilosea;Cryomonadida;Cryomonadida_X;Cryomonadida_XX"	"Eukaryota"	"Rhizaria"	"Cercozoa"	"Filosa-Thecofilosea"	"Cryomonadida"	"Cryomonadida_X"	"Cryomonadida_XX"
"154"	2	4	0.0421086480121431	"520"	"Eukaryota;Rhizaria;Cercozoa;Endomyxa;Vampyrellida;Sey055-lineage;Sey055-lineage_X"	"Eukaryota"	"Rhizaria"	"Cercozoa"	"Endomyxa"	"Vampyrellida"	"Sey055-lineage"	"Sey055-lineage_X"
"155"	2	3	0.0404872796045772	"477"	"Eukaryota;Opisthokonta;Metazoa;Ctenophora;Ctenophora_X;Ctenophora_XX;__"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Ctenophora"	"Ctenophora_X"	"Ctenophora_XX"	"__"
"156"	2	4	0.0393956214653628	"441"	"Eukaryota;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Heteromastus"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Annelida"	"Annelida_X"	"Annelida_XX"	"Heteromastus"
"157"	2	3	0.0382912143346754	"613"	"Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;Raphid-pennate;Cymbella"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	"Bacillariophyta_X"	"Raphid-pennate"	"Cymbella"
"158"	2	4	0.0373642038014936	"517"	"Eukaryota;Rhizaria;Cercozoa;Endomyxa;Vampyrellida;op14-lineage;op14-lineage_X"	"Eukaryota"	"Rhizaria"	"Cercozoa"	"Endomyxa"	"Vampyrellida"	"op14-lineage"	"op14-lineage_X"
"159"	2	4	0.0342310218654348	"258"	"Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;Ostreococcus"	"Eukaryota"	"Archaeplastida"	"Chlorophyta"	"Mamiellophyceae"	"Mamiellales"	"Bathycoccaceae"	"Ostreococcus"
"160"	2	4	0.0326556095847441	"452"	"Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Branchiopoda;__"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Arthropoda"	"Crustacea"	"Branchiopoda"	"__"
"161"	2	1	0.027007261007174	"50"	"Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia_2;Sessilida;Zoothamnopsis"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Oligohymenophorea"	"Peritrichia_2"	"Sessilida"	"Zoothamnopsis"
"162"	2	3	0.0269042123720374	"161"	"Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Polykrikos"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Dinophyceae"	"Gymnodiniales"	"Gymnodiniaceae"	"Polykrikos"
"163"	2	4	0.0256804516406984	"419"	"Eukaryota;Opisthokonta;Fungi;Chytridiomycota;Chytridiomycotina;Chytridiomycetes;Powellomycetaceae"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Chytridiomycota"	"Chytridiomycotina"	"Chytridiomycetes"	"Powellomycetaceae"
"164"	2	1	0.0246384730962264	"239"	"Eukaryota;Archaeplastida;Chlorophyta;Chlorodendrophyceae;Chlorodendrales;Chlorodendraceae;Tetraselmis"	"Eukaryota"	"Archaeplastida"	"Chlorophyta"	"Chlorodendrophyceae"	"Chlorodendrales"	"Chlorodendraceae"	"Tetraselmis"
"165"	2	3	0.0227017107748909	"458"	"Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Centropages"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Arthropoda"	"Crustacea"	"Maxillopoda"	"Centropages"
"166"	2	4	0.0206286485750252	"164"	"Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniales;Warnowiaceae;__"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Dinophyceae"	"Gymnodiniales"	"Warnowiaceae"	"__"
"167"	2	5	0.0199163725107034	"261"	"Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Mantoniella"	"Eukaryota"	"Archaeplastida"	"Chlorophyta"	"Mamiellophyceae"	"Mamiellales"	"Mamiellaceae"	"Mantoniella"
"168"	2	4	0.0136182942912911	"524"	"Eukaryota;Rhizaria;Cercozoa;Endomyxa;Vampyrellida;Vampyrellida_X;Vampyrellida_XX"	"Eukaryota"	"Rhizaria"	"Cercozoa"	"Endomyxa"	"Vampyrellida"	"Vampyrellida_X"	"Vampyrellida_XX"
"169"	2	4	0.0135136366543386	"669"	"Eukaryota;Stramenopiles;Ochrophyta;Phaeophyceae;Phaeophyceae_X;Phaeophyceae_XX;Ectocarpus"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Phaeophyceae"	"Phaeophyceae_X"	"Phaeophyceae_XX"	"Ectocarpus"
"170"	2	4	-0.000146929694340492	"734"	"Eukaryota;Stramenopiles;Stramenopiles_X;Oomycota;Oomycota_X;Haliphthorales;Haliphthorales_X"	"Eukaryota"	"Stramenopiles"	"Stramenopiles"	"Oomycota"	"Oomycota_X"	"Haliphthorales"	"Haliphthorales_X"
"171"	2	3	-0.00316927662934507	"396"	"Eukaryota;Opisthokonta;Fungi;Ascomycota;Pezizomycotina;__;__"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Pezizomycotina"	"__"	"__"
"172"	2	3	-0.00541252563968631	"344"	"Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;Coccolithales;Calyptrosphaeraceae;Calyptrosphaera"	"Eukaryota"	"Hacrobia"	"Haptophyta"	"Prymnesiophyceae"	"Coccolithales"	"Calyptrosphaeraceae"	"Calyptrosphaera"
"173"	2	4	-0.00958003594361434	"562"	"Eukaryota;Rhizaria;Cercozoa;Filosa-Thecofilosea;Cryomonadida;Cryothecomonas-lineage;Cryothecomonas"	"Eukaryota"	"Rhizaria"	"Cercozoa"	"Filosa-Thecofilosea"	"Cryomonadida"	"Cryothecomonas-lineage"	"Cryothecomonas"
"174"	2	4	-0.0138867620800674	"440"	"Eukaryota;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Eteone"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Annelida"	"Annelida_X"	"Annelida_XX"	"Eteone"
"175"	2	3	-0.0431267835001483	"686"	"Eukaryota;Stramenopiles;Stramenopiles_X;Bicoecea;Pseudodendromonadales;Pseudodendromonadales_X;__"	"Eukaryota"	"Stramenopiles"	"Stramenopiles"	"Bicoecea"	"Pseudodendromonadales"	"Pseudodendromonadales_X"	"__"
"176"	3	2	0.215830957810678	"30"	"Eukaryota;Alveolata;Ciliophora;CONThreeP;CONThreeP_X;CONThreeP_XX;Paraspathidium"	"Eukaryota"	"Alveolata"	"Ciliophora"	"CONThreeP"	"CONThreeP_X"	"CONThreeP_XX"	"Paraspathidium"
"177"	3	5	0.208848574166648	"341"	"Eukaryota;Hacrobia;Haptophyta;Pavlovophyceae;Pavlovales;Pavlovaceae;Rebecca"	"Eukaryota"	"Hacrobia"	"Haptophyta"	"Pavlovophyceae"	"Pavlovales"	"Pavlovaceae"	"Rebecca"
