cluster	neighbor	dist	otu_id	Taxonomy	Level1	Level2	Level3	Level4	Level5	Level6	Level7
4	1	0.037868454	767	Eukaryota;Stramenopiles;Stramenopiles_X;MAST;MAST-9;MAST-9D;MAST-9D_X;MAST-9D_X_sp.;	Eukaryota	Stramenopiles	Stramenopiles	MAST	MAST-9	MAST-9D	MAST-9D_X
4	6	0.0315297	758	Eukaryota;Stramenopiles;Stramenopiles_X;MAST;MAST-3;MAST-3F;MAST-3F_X;MAST-3F_X_sp.;	Eukaryota	Stramenopiles	Stramenopiles	MAST	MAST-3	MAST-3F	MAST-3F_X
4	7	0.014026801	747	Eukaryota;Stramenopiles;Stramenopiles_X;MAST;MAST-12;MAST-12D;MAST-12D_X;MAST-12D_X_sp.;	Eukaryota	Stramenopiles	Stramenopiles	MAST	MAST-12	MAST-12D	MAST-12D_X
5	1	0.02256699	16	Eukaryota;Alveolata;Ciliophora;CONTH_2;CONTH_2_X;CONTH_2_XX;CONTH_2_XXX;CONTH_2_XXX_sp.;	Eukaryota	Alveolata	Ciliophora	CONTH_2	CONTH_2_X	CONTH_2_XX	CONTH_2_XXX
5	1	0.007490035	21	Eukaryota;Alveolata;Ciliophora;CONThreeP;CONThreeP_X;Urotrichidae;Urotricha;Urotricha_sp.;	Eukaryota	Alveolata	Ciliophora	CONThreeP	CONThreeP_X	Urotrichidae	Urotricha
5	1	-0.008845389	42	Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia_2;Sessilida;__;__;__	Eukaryota	Alveolata	Ciliophora	Oligohymenophorea	Peritrichia_2	Sessilida	__
5	3	0.005359853	62	Eukaryota;Alveolata;Ciliophora;Phyllopharyngea;Cyrtophoria_5;Chlamydodontidae;__;__;__	Eukaryota	Alveolata	Ciliophora	Phyllopharyngea	Cyrtophoria_5	Chlamydodontidae	__
5	1	0.186735816	110	Eukaryota;Alveolata;Ciliophora;Spirotrichea;Strombidiida;Strombidiidae_L;Strombidiidae_L_X;Strombidiidae_L_X_sp.;	Eukaryota	Alveolata	Ciliophora	Spirotrichea	Strombidiida	Strombidiidae_L	Strombidiidae_L_X
5	1	0.156643127	79	Eukaryota;Alveolata;Ciliophora;Spirotrichea;Choreotrichida;Strobilidiidae;Strobilidiidae_X;Strobilidiidae_X_sp.;	Eukaryota	Alveolata	Ciliophora	Spirotrichea	Choreotrichida	Strobilidiidae	Strobilidiidae_X
5	6	0.096844087	129	Eukaryota;Alveolata;Ciliophora;Spirotrichea;Tintinnida;TIN_11;__;__;__	Eukaryota	Alveolata	Ciliophora	Spirotrichea	Tintinnida	TIN_11	__
5	1	0.081529292	118	Eukaryota;Alveolata;Ciliophora;Spirotrichea;Strombidiida;Strombidiidae_R;__;__;__	Eukaryota	Alveolata	Ciliophora	Spirotrichea	Strombidiida	Strombidiidae_R	__
5	1	0.06668967	103	Eukaryota;Alveolata;Ciliophora;Spirotrichea;Strombidiida;Strombidiidae_F;Strombidium_F;Strombidium_F_sp.;	Eukaryota	Alveolata	Ciliophora	Spirotrichea	Strombidiida	Strombidiidae_F	Strombidium_F
5	1	-0.009719638	83	Eukaryota;Alveolata;Ciliophora;Spirotrichea;Choreotrichida;Strobilidiidae_I;Pelagostrobilidium;Pelagostrobilidium_neptuni;	Eukaryota	Alveolata	Ciliophora	Spirotrichea	Choreotrichida	Strobilidiidae_I	Pelagostrobilidium
5	1	-0.015694927	128	Eukaryota;Alveolata;Ciliophora;Spirotrichea;Tintinnida;TIN_11;Tintinnopsis_11;__;__	Eukaryota	Alveolata	Ciliophora	Spirotrichea	Tintinnida	TIN_11	Tintinnopsis_11
5	6	-0.018484174	91	Eukaryota;Alveolata;Ciliophora;Spirotrichea;Euplotia;Uronychiidae;Uronychia;Uronychia_sp.;	Eukaryota	Alveolata	Ciliophora	Spirotrichea	Euplotia	Uronychiidae	Uronychia
5	1	0.201078842	165	Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Balechina;Balechina_pachydermata;	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Balechina
5	1	0.189901134	141	Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Gonyaulacales;Goniodomataceae;Alexandrium;Alexandrium_fundyense;	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gonyaulacales	Goniodomataceae	Alexandrium
5	7	0.172450889	191	Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Peridiniales;Heterocapsaceae;Heterocapsa;Heterocapsa_triquetra;	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Heterocapsaceae	Heterocapsa
5	4	0.067438787	207	Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Prorocentrales;Prorocentraceae;Prorocentrum;Prorocentrum_sp.;	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Prorocentrales	Prorocentraceae	Prorocentrum
5	7	0.065036206	133	Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Dinophyceae_XXX;Dinophyceae_XXX_sp.;	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Dinophyceae_X	Dinophyceae_XX	Dinophyceae_XXX
5	1	-0.031009862	171	Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Gyrodinium;Gyrodinium_dominans;	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium
5	6	0.074398177	226	Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-26;Dino-Group-II-Clade-26_X;Dino-Group-II-Clade-26_X_sp.;	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-26	Dino-Group-II-Clade-26_X
5	4	0.040335747	229	Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-32;Dino-Group-II-Clade-32_X;Dino-Group-II-Clade-32_X_sp.;	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-32	Dino-Group-II-Clade-32_X
5	7	-0.015674297	255	Eukaryota;Apusozoa;Hilomonadea;Planomonadida;Planomonadidae;Planomonadidae_Group-1;Ancyromonas;Ancyromonas_kenti;	Eukaryota	Apusozoa	Hilomonadea	Planomonadida	Planomonadidae	Planomonadidae_Group-1	Ancyromonas
5	1	0.064898019	276	Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Dolichomastigales;Dolichomastigaceae;Dolichomastigaceae-B;Dolichomastigaceae-B_sp.;	Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Dolichomastigales	Dolichomastigaceae	Dolichomastigaceae-B
5	1	0.037162021	272	Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Dolichomastigales;Crustomastigaceae;Crustomastigaceae-AB;Crustomastigaceae-AB_sp.;	Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Dolichomastigales	Crustomastigaceae	Crustomastigaceae-AB
5	1	0.020393676	275	Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Dolichomastigales;Crustomastigaceae;__;__;__	Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Dolichomastigales	Crustomastigaceae	__
5	6	0.076102088	295	Eukaryota;Archaeplastida;Chlorophyta;Palmophyllophyceae;Prasinococcales;Prasinococcales-Clade-B;Prasinoderma;Prasinoderma_sp.;	Eukaryota	Archaeplastida	Chlorophyta	Palmophyllophyceae	Prasinococcales	Prasinococcales-Clade-B	Prasinoderma
5	1	0.075908497	311	Eukaryota;Archaeplastida;Chlorophyta;Pyramimonadales;Pyramimonadales_X;Pyramimonadales_XX;Pyramimonas;Pyramimonas_gelidicola;	Eukaryota	Archaeplastida	Chlorophyta	Pyramimonadales	Pyramimonadales_X	Pyramimonadales_XX	Pyramimonas
5	7	-0.008547085	340	Eukaryota;Archaeplastida;Streptophyta;Embryophyceae;Embryophyceae_X;Embryophyceae_XX;Ruppia;Ruppia_maritima;	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Ruppia
5	3	0.079382014	365	Eukaryota;Hacrobia;Cryptophyta;Cryptophyceae;Cryptophyceae_X;Cryptomonadales;Teleaulax;Teleaulax_acuta;	Eukaryota	Hacrobia	Cryptophyta	Cryptophyceae	Cryptophyceae_X	Cryptomonadales	Teleaulax
5	7	0.134625869	372	Eukaryota;Hacrobia;Haptophyta;Haptophyta_X;Haptophyta_XX;Haptophyta_XXX;Haptophyta_XXXX;Haptophyta_XXXX_sp.;	Eukaryota	Hacrobia	Haptophyta	Haptophyta_X	Haptophyta_XX	Haptophyta_XXX	Haptophyta_XXXX
5	4	-0.024752061	390	Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;Prymnesiales;Prymnesiophyceae_Clade_B4;Prymnesiophyceae_Clade_B4_X;Prymnesiophyceae_Clade_B4_X_sp.;	Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Prymnesiales	Prymnesiophyceae_Clade_B4	Prymnesiophyceae_Clade_B4_X
5	1	-0.070033248	401	Eukaryota;Hacrobia;Telonemia;Telonemia_X;Telonemia_XX;Telonemia-Group-1;Telonema-Group-1;Telonema_sp.;	Eukaryota	Hacrobia	Telonemia	Telonemia_X	Telonemia_XX	Telonemia-Group-1	Telonema-Group-1
5	1	0.045258301	416	Eukaryota;Opisthokonta;Choanoflagellida;Choanoflagellatea;Acanthoecida;Stephanoecidae_Group_H;Stephanoeca_Group_H;Stephanoeca_cauliculata;	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Acanthoecida	Stephanoecidae_Group_H	Stephanoeca_Group_H
5	1	0.002488183	452	Eukaryota;Opisthokonta;Fungi;Cryptomycota;Cryptomycotina;Cryptomycotina_X;Cryptomycotina_XX;Cryptomycotina_XX_sp.;	Eukaryota	Opisthokonta	Fungi	Cryptomycota	Cryptomycotina	Cryptomycotina_X	Cryptomycotina_XX
5	6	0.067338163	480	Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Centropages;Centropages_hamatus;	Eukaryota	Opisthokonta	Metazoa	Arthropoda	Crustacea	Maxillopoda	Centropages
5	1	0.080500947	496	Eukaryota;Opisthokonta;Metazoa;Cnidaria;Cnidaria_X;Hydrozoa;Rathkea;Rathkea_octopunctata;	Eukaryota	Opisthokonta	Metazoa	Cnidaria	Cnidaria_X	Hydrozoa	Rathkea
5	7	0.134743282	514	Eukaryota;Opisthokonta;Metazoa;Nematoda;Chromadorea;Chromadorea_X;Halomonhystera;Halomonhystera_disjuncta;	Eukaryota	Opisthokonta	Metazoa	Nematoda	Chromadorea	Chromadorea_X	Halomonhystera
5	3	0.029308671	522	Eukaryota;Opisthokonta;Metazoa;Platyhelminthes;Turbellaria;Prolecithophora;Plagiostomum;Plagiostomum_stellatum;	Eukaryota	Opisthokonta	Metazoa	Platyhelminthes	Turbellaria	Prolecithophora	Plagiostomum
5	7	-0.013298613	537	Eukaryota;Rhizaria;Cercozoa;Endomyxa;Vampyrellida;Sey055-lineage;Sey055-lineage_X;Sey055-lineage_X_sp.;	Eukaryota	Rhizaria	Cercozoa	Endomyxa	Vampyrellida	Sey055-lineage	Sey055-lineage_X
5	7	0.155454914	545	Eukaryota;Rhizaria;Cercozoa;Filosa-Chlorarachnea;Filosa-Chlorarachnea_X;NPK2-lineage;NPK2-lineage_X;NPK2-lineage_X_sp.;	Eukaryota	Rhizaria	Cercozoa	Filosa-Chlorarachnea	Filosa-Chlorarachnea_X	NPK2-lineage	NPK2-lineage_X
5	7	-0.017183632	550	Eukaryota;Rhizaria;Cercozoa;Filosa-Granofilosea;Filosa-Granofilosea_X;Novel-Massiteriidae;Novel-Massiteriidae_X;Novel-Massiteriidae_X_sp.;	Eukaryota	Rhizaria	Cercozoa	Filosa-Granofilosea	Filosa-Granofilosea_X	Novel-Massiteriidae	Novel-Massiteriidae_X
5	7	0.106026872	577	Eukaryota;Rhizaria;Cercozoa;Filosa-Thecofilosea;Ebriida;Ebriidae;Ebria;Ebria_tripartita;	Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Ebriida	Ebriidae	Ebria
5	6	0.075277029	587	Eukaryota;Rhizaria;Cercozoa;Filosa-Thecofilosea;Ventricleftida;Verrucomonadidae;Verrucomonas;Verrucomonas_bifida;	Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Ventricleftida	Verrucomonadidae	Verrucomonas
5	1	-0.020840331	572	Eukaryota;Rhizaria;Cercozoa;Filosa-Thecofilosea;Cryomonadida;__;__;__;__	Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Cryomonadida	__	__
5	7	0.145368886	602	Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;Polar-centric-Mediophyceae;Chaetoceros;__;__	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Chaetoceros
5	7	0.106026872	657	Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;Raphid-pennate;Surirella;Surirella_angusta;	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Surirella
5	1	0.034792844	610	Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;Polar-centric-Mediophyceae;Skeletonema;Skeletonema_marinoi;	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Skeletonema
5	1	-0.019196641	590	Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;Araphid-pennate;Fragilaria;Fragilaria_famelica;	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Araphid-pennate	Fragilaria
5	1	-0.025473988	634	Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;Raphid-pennate;Cymbella;__;__	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Cymbella
5	1	0.060680772	695	Eukaryota;Stramenopiles;Ochrophyta;Dictyochophyceae;Dictyochophyceae_X;Pedinellales;Pseudopedinella;Pseudopedinella_elastica;	Eukaryota	Stramenopiles	Ochrophyta	Dictyochophyceae	Dictyochophyceae_X	Pedinellales	Pseudopedinella
5	7	0.145331645	750	Eukaryota;Stramenopiles;Stramenopiles_X;MAST;MAST-1;MAST-1A;MAST-1A_X;MAST-1A_X_sp.;	Eukaryota	Stramenopiles	Stramenopiles	MAST	MAST-1	MAST-1A	MAST-1A_X
5	1	-0.054362748	764	Eukaryota;Stramenopiles;Stramenopiles_X;MAST;MAST-7;MAST-7A;MAST-7A_X;MAST-7A_X_sp.;	Eukaryota	Stramenopiles	Stramenopiles	MAST	MAST-7	MAST-7A	MAST-7A_X
5	1	-0.069810171	752	Eukaryota;Stramenopiles;Stramenopiles_X;MAST;MAST-1;MAST-1C;MAST-1C_X;MAST-1C_X_sp.;	Eukaryota	Stramenopiles	Stramenopiles	MAST	MAST-1	MAST-1C	MAST-1C_X
6	5	0.121710875	17	Eukaryota;Alveolata;Ciliophora;CONTH_3;CONTH_3_X;CONTH_3_XX;CONTH_3_XXX;CONTH_3_XXX_sp.;	Eukaryota	Alveolata	Ciliophora	CONTH_3	CONTH_3_X	CONTH_3_XX	CONTH_3_XXX
6	5	0.186836752	20	Eukaryota;Alveolata;Ciliophora;CONThreeP;CONThreeP_X;CONThreeP_XX;Paraspathidium;Paraspathidium_apofuscum;	Eukaryota	Alveolata	Ciliophora	CONThreeP	CONThreeP_X	CONThreeP_XX	Paraspathidium
6	5	0.204303717	33	Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;Peniculia;Frontoniidae_1;Frontonia_1;Frontonia_subtropica;	Eukaryota	Alveolata	Ciliophora	Oligohymenophorea	Peniculia	Frontoniidae_1	Frontonia_1
6	5	0.122411917	50	Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;Scuticociliatia_2;Pleuronematida;Cyclidium_2;Cyclidium_plouneouri;	Eukaryota	Alveolata	Ciliophora	Oligohymenophorea	Scuticociliatia_2	Pleuronematida	Cyclidium_2
6	7	0.09945687	28	Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;OLIGO8;OLIGO8_X;OLIGO8_XX;OLIGO8_XX_sp.;	Eukaryota	Alveolata	Ciliophora	Oligohymenophorea	OLIGO8	OLIGO8_X	OLIGO8_XX
6	5	0.095194613	35	Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;Peniculia;Peniculida;Frontonia_2;Frontonia_ocularis;	Eukaryota	Alveolata	Ciliophora	Oligohymenophorea	Peniculia	Peniculida	Frontonia_2
6	5	0.078033819	27	Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;OLIGO6;OLIGO6_X;OLIGO6_XX;OLIGO6_XX_sp.;	Eukaryota	Alveolata	Ciliophora	Oligohymenophorea	OLIGO6	OLIGO6_X	OLIGO6_XX
6	1	0.068500714	49	Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;Scuticociliatia_1;Philasterida;Uronemella;Uronemella_sp.;	Eukaryota	Alveolata	Ciliophora	Oligohymenophorea	Scuticociliatia_1	Philasterida	Uronemella
6	5	0.067057197	60	Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;__;__;__;__;__	Eukaryota	Alveolata	Ciliophora	Oligohymenophorea	__	__	__
6	5	0.060281733	54	Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;Scuticociliatia_2;Scuticociliatia_2_X;Cristigera;Cristigera_pleuronemoides;	Eukaryota	Alveolata	Ciliophora	Oligohymenophorea	Scuticociliatia_2	Scuticociliatia_2_X	Cristigera
6	4	0.036845463	57	Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;Scuticociliatia_2;Scuticociliatia_2_X;Cyclidium_3;__;__	Eukaryota	Alveolata	Ciliophora	Oligohymenophorea	Scuticociliatia_2	Scuticociliatia_2_X	Cyclidium_3
6	7	-0.018400644	51	Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;Scuticociliatia_2;Pleuronematida;Pleuronema;Pleuronema_coronatum;	Eukaryota	Alveolata	Ciliophora	Oligohymenophorea	Scuticociliatia_2	Pleuronematida	Pleuronema
6	5	0.123501389	72	Eukaryota;Alveolata;Ciliophora;Plagiopylea;Plagiopylea_X;Plagiopylidae;Plagiopylidae_X;Plagiopylidae_X_sp.;	Eukaryota	Alveolata	Ciliophora	Plagiopylea	Plagiopylea_X	Plagiopylidae	Plagiopylidae_X
6	5	0.095128377	74	Eukaryota;Alveolata;Ciliophora;Prostomatea_1;Prostomatea_1_X;Colepidae;Pinacocoleps;Pinacocoleps_tesselatus;	Eukaryota	Alveolata	Ciliophora	Prostomatea_1	Prostomatea_1_X	Colepidae	Pinacocoleps
6	1	0.063676362	73	Eukaryota;Alveolata;Ciliophora;Prostomatea_1;Prostomatea_1_X;Colepidae;Coleps;Coleps_nolandi;	Eukaryota	Alveolata	Ciliophora	Prostomatea_1	Prostomatea_1_X	Colepidae	Coleps
6	5	0.144328376	76	Eukaryota;Alveolata;Ciliophora;Prostomatea_3;Prostomatea_3_X;Holophryidae;Prorodon;Prorodon_teres;	Eukaryota	Alveolata	Ciliophora	Prostomatea_3	Prostomatea_3_X	Holophryidae	Prorodon
6	5	0.133663381	102	Eukaryota;Alveolata;Ciliophora;Spirotrichea;Strombidiida;Strombidiidae_E;Strombidium_E;Strombidium_E_sp.;	Eukaryota	Alveolata	Ciliophora	Spirotrichea	Strombidiida	Strombidiidae_E	Strombidium_E
6	4	0.096588352	98	Eukaryota;Alveolata;Ciliophora;Spirotrichea;Strombidiida;Strombidiidae;Novistrombidium;Novistrombidium_apsheronicum;	Eukaryota	Alveolata	Ciliophora	Spirotrichea	Strombidiida	Strombidiidae	Novistrombidium
6	5	0.094965517	85	Eukaryota;Alveolata;Ciliophora;Spirotrichea;Choreotrichida;Strombidinopsidae;Strombidinopsis;Strombidinopsis_acuminata;	Eukaryota	Alveolata	Ciliophora	Spirotrichea	Choreotrichida	Strombidinopsidae	Strombidinopsis
6	4	0.059085523	107	Eukaryota;Alveolata;Ciliophora;Spirotrichea;Strombidiida;Strombidiidae_K;Strombidium_K;Strombidium_capitatum;	Eukaryota	Alveolata	Ciliophora	Spirotrichea	Strombidiida	Strombidiidae_K	Strombidium_K
6	3	0.058067826	131	Eukaryota;Alveolata;Ciliophora;Spirotrichea;__;__;__;__;__	Eukaryota	Alveolata	Ciliophora	Spirotrichea	__	__	__
6	5	0.047971882	112	Eukaryota;Alveolata;Ciliophora;Spirotrichea;Strombidiida;Strombidiidae_N;Strombidium_N;Strombidium_guangdongense;	Eukaryota	Alveolata	Ciliophora	Spirotrichea	Strombidiida	Strombidiidae_N	Strombidium_N
6	1	0.0334442	88	Eukaryota;Alveolata;Ciliophora;Spirotrichea;Euplotia;Aspidiscidae;Aspidisca;Aspidisca_sp.;	Eukaryota	Alveolata	Ciliophora	Spirotrichea	Euplotia	Aspidiscidae	Aspidisca
6	5	0.016320912	81	Eukaryota;Alveolata;Ciliophora;Spirotrichea;Choreotrichida;Strobilidiidae_A;Rimostrombidium_A;Rimostrombidium_veniliae;	Eukaryota	Alveolata	Ciliophora	Spirotrichea	Choreotrichida	Strobilidiidae_A	Rimostrombidium_A
6	7	0.00590017	115	Eukaryota;Alveolata;Ciliophora;Spirotrichea;Strombidiida;Strombidiidae_R;Strombidium_R;Strombidium_basimorphum;	Eukaryota	Alveolata	Ciliophora	Spirotrichea	Strombidiida	Strombidiidae_R	Strombidium_R
6	1	0.003234838	125	Eukaryota;Alveolata;Ciliophora;Spirotrichea;Tintinnida;TIN_01;Tintinnopsis_01;Tintinnopsis_major;	Eukaryota	Alveolata	Ciliophora	Spirotrichea	Tintinnida	TIN_01	Tintinnopsis_01
6	7	-0.02011413	113	Eukaryota;Alveolata;Ciliophora;Spirotrichea;Strombidiida;Strombidiidae_N;Strombidium_N;Strombidium_purpureum;	Eukaryota	Alveolata	Ciliophora	Spirotrichea	Strombidiida	Strombidiidae_N	Strombidium_N
6	7	0.160995039	193	Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Peridiniales;Kryptoperidiniaceae;Durinskia;Durinskia_dybowskii;	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Kryptoperidiniaceae	Durinskia
6	5	0.09568641	147	Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Gonyaulacales;Goniodomataceae;Pyrodinium;__;__	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gonyaulacales	Goniodomataceae	Pyrodinium
6	5	0.094889553	194	Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Peridiniales;Peridiniales_X;Bysmatrum;Bysmatrum_gregarium;	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Peridiniales_X	Bysmatrum
6	5	0.050446917	142	Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Gonyaulacales;Goniodomataceae;Alexandrium;Alexandrium_margalefii;	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gonyaulacales	Goniodomataceae	Alexandrium
6	5	0.041561844	152	Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Gonyaulacales;Gonyaulacaceae;Gonyaulax;Gonyaulax_cochlea;	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gonyaulacales	Gonyaulacaceae	Gonyaulax
6	4	0.040491367	153	Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Gonyaulacales;Gonyaulacaceae;Gonyaulax;Gonyaulax_fragilis;	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gonyaulacales	Gonyaulacaceae	Gonyaulax
